College Board Code,School Name,Course Record ID,Course Title,Transcript Abbreviation(s),Course Number(s),Course Length,Subject Area,Discipline,UC Honors Designation,CTE Industry Sector,CTE Pathway,school_code
052869,San Diego School of Creative and Performing Arts,W2K8SW,"Band 5,6","BAND 5 P,BAND 6 P,BAND 5,6 (P)","5325,5326,5325,5326",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,AJW3H9,"Band 7,8","BAND 7 P,BAND 8 P,BAND 7,8 (P)","5322,5323,5322,5323",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,WCHLD9,"Band 7,8 Honors","BAND 7,8 HNRS (HP)","5327, 5328",Full Year,Visual & Performing Arts (F),Music,Honors,,,368
052869,San Diego School of Creative and Performing Arts,EM729C,"Choir 1,2","CHOIR 1 P,CHOIR 2 P,CHOIR 1,2 (P)","5050,5051,5050,5051",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,EN437Q,"Choir 3,4","CHOIR 3 P,CHOIR 4 P,CHOIR 3,4 (P)","5055,5056,5055,5056",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,FNEG4W,"Choir 5,6","CHOIR 5 P,CHOIR 6 P,CHOIR 5,6 (P)","5060,5061,5060,5061",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,MNEYZK,"Choir 7,8","CHOIR 7,8 (P)","5360,5361",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,HKSDY8,"Jazz Ensemble 1,2","JAZZ ENSMBL1P,JAZZ ENSMBL2P,JAZZ ENSMBL1,2 (P)","5330,5331,5330,5331",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,AR2D8XZ,"Jazz Ensemble 3,4","JAZZ ENSMBL3P,JAZZ ENSMBL4P,JAZZ ENSMBL 3,4 (P)","5332,5333,5332,5333",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,AC4S89Z,"Jazz Ensemble 5,6","JAZZ ENSMBL 5,6,JAZZ ENSMBL5P,JAZZ ENSMBL6P","5343, 5344,5343,5344",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,NZETF6,"Jazz Ensemble 7,8","JAZZ ENSEMBL 7,8(P)","5345, 5346",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,N7TSYH,"Jazz Ensemble 7,8 Honors","JAZZ ENSMBL 7,8 HNRS (HP)","5349,5350",Full Year,Visual & Performing Arts (F),Music,Honors,,,368
052869,San Diego School of Creative and Performing Arts,A3GD2J,"Orchestra 1,2","ORCHESTRA 1 P,ORCHESTRA 2 P,ORCHESTR 1,2 (P)","5335,5336,5335,5336",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,IKK3J7W,"Orchestra 3,4","ORCHESTRA 3P,ORCHESTRA 4P,ORCHESTRA 3,4 (P)","5337,5338,5337,5338",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,L9NM8A,"Orchestra 5,6","ORCHESTRA 5P,ORCHESTRA 6P,ORCHESTRA 5,6 (P)","5339,5340,5339,5340",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,CJX8R3,"Orchestra 7,8","ORCHESTRA 7P,ORCHESTRA 8P,ORCHESTRA 7,8 (P)","5341,5342,5341,5342",Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,MRENDB,"Orchestra 7,8 Honors","ORCHESTRA 7,8 HNRS,ORCHESTRA 7 HNRSHP,ORCHESTRA 8 HNRSHP","5347, 5348,5347,5348",Full Year,Visual & Performing Arts (F),Music,Honors,,,368
052869,San Diego School of Creative and Performing Arts,PNGAS8,"Piano 1,2","PIANO 1,2 (P)",5120/5121,Full Year,Visual & Performing Arts (F),Music,None,,,368
052869,San Diego School of Creative and Performing Arts,EE9GZX,"Production and Performance 1,2","PROD PERF 1(P),2(P)",1445/1446,Full Year,Visual & Performing Arts (F),Theater,None,,,368
052869,San Diego School of Creative and Performing Arts,HPR9EQG,Technical Theatre 1/2,"TECH THTR 1,2(P)","1413, 1414",Full Year,Visual & Performing Arts (F),Theater,None,"Arts, Media, and Entertainment",Production and Managerial Arts,368
052869,San Diego School of Creative and Performing Arts,HK96JY4,"Technical Theatre 3,4","TECHTHEATRE 3,4 (P)","1462, 1463",Full Year,Visual & Performing Arts (F),Theater,None,,,368
052869,San Diego School of Creative and Performing Arts,XFTC4Q,"The Actor’s Instrument: Acting I A, B","THE ACTRS INSTRUMENT I A,B (P)","1320, 1321",Full Year,Visual & Performing Arts (F),Theater,None,"Arts, Media, and Entertainment",Performing Arts,368
052869,San Diego School of Creative and Performing Arts,LL4PE93,"Theatre 1,2","THEATRE 1,2 (P),THEATRE 1 P,THEATRE 2 P","1423, 1424,1423,1424",Full Year,Visual & Performing Arts (F),Theater,None,,,368
052869,San Diego School of Creative and Performing Arts,EMQTGKF,AP 2D Art and Design,"2D ART & DES 1,2 AP (HP)","0367, 0368",Full Year,Visual & Performing Arts (F),Visual Arts,AP,,,368
052869,San Diego School of Creative and Performing Arts,RD5TR2,"Art 1,2","ART 1 (P),ART 2 (P)","0191,0192",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,F8ZC76,CA - Visual Arts,EDG CA ART,0407,Half Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,ALP2EH7,"Cinematic Arts 1,2",CINEMATIC ARTS 1/2 (P),8239/8240,Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,368
052869,San Diego School of Creative and Performing Arts,RTC9R6,"Color and Design 1,2","COL & DES 1,2(P)",0241/0242,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,F6NFS3,Design in Mixed Media 1-2,"DES MIX MED 1,2 (P)","0244, 0245",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,HH3ZX2,Design in Mixed Media 3/4,"DES MIX MED 3,4 (P)","0246,0247",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,BQT3DBJ,Digital Art and Mixed Media,"DIGARTMED1,2 (P),DIGARTMED3,4 (P)","8091, 8092,8093, 8094",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,CXKQ74,"Drawing & Painting 1,2","DRW & PTG 1,2 (P)",0271/0272,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,SYCQLW,"Foundations in Visual Art and Design (VAD) 1,2","FOUND IN VAD 1,  FOUND IN VAD 2 (P)","3645,3646",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",368
052869,San Diego School of Creative and Performing Arts,ZYWTAM,"Graphic Design 1,2","GRAPHIC DES 1,2 (P)","8511, 8512",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,G4NZQ3,Honors Cinematic Arts,"CINEMATIC ARTS 1 HNRS(HP),CINEMATIC ARTS 2 HNRS(HP)","3491,3492",Full Year,Visual & Performing Arts (F),Visual Arts,Honors,"Arts, Media, and Entertainment","Design, Visual and Media Arts",368
052869,San Diego School of Creative and Performing Arts,WTW7SA,"Individualized Art Studio 1,2","Individualized Art Studio 1,2 / IND ART ST 1, 2(P)","0441, 0442",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,REFRB8,Photographic Imaging 1/2/3/4,"PHOTOIMAG1,2 (P),PHOTOIMAG 3,4 (P)","8105, 8106,8107, 8108",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",368
052869,San Diego School of Creative and Performing Arts,FJXTRW,"Senior Art Studio 1,2","SR ART ST 1,2 (P)","0371, 0372",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,DJ3YPL,Video Production 1/2,"VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8373,8374,8373, 8374",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052869,San Diego School of Creative and Performing Arts,KDWCYB,"Video Production 3,4","VIDEO PROD 3,4 (P)","8375, 8376",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,368
052834,Scripps Ranch High School,QMHA6G,"Journalism 1,2","JOURNALISM 1,2 (P)",1960/1961,Full Year,College-Preparatory Elective (G),English,None,,,359
052834,Scripps Ranch High School,E2ZPHM,"ELD with ALD 5,6","ELD/ALD 5,6","1355,1356",Full Year,College-Preparatory Elective (G),English as a Second Language (ESL) / English Language Development (ELD),None,,,359
052834,Scripps Ranch High School,DASBYF,African American History,"EDG AFR-AMER HISTORY (P),EDG AFR-AMER HISTORYCR (P)","6560,6560R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,QDJE5X,AP Psychology,"PSYCH 1,2 AP (HP)","6834, 6835",Full Year,College-Preparatory Elective (G),History / Social Science,AP,,,359
052834,Scripps Ranch High School,GFESYC,"Developmental Psychology of Children 1,2","DEV PSYCHLD1,2 (P)","8796, 8797",Full Year,College-Preparatory Elective (G),History / Social Science,None,"Education, Child Development, and Family Services",Child Development,359
052834,Scripps Ranch High School,RNYQE6,"Developmental Psychology of Children 3,4","DEV PSY/CHLD 3 (P),DEV PSY/CHLD 4 (P)","8798,8799",Full Year,College-Preparatory Elective (G),History / Social Science,None,"Education, Child Development, and Family Services",Child Development,359
052834,Scripps Ranch High School,AGRZMSH,Economics ,"EDG CA ECON (P),EDG CA ECON CR(P)","6550,6550R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,BHAW3L,"Human Psychology and Sociology 1,2","HUMAN PSYSC1 (P),HUMAN PSYSC2 (P)","1154,1155",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,GHMRX8,Intro to Teaching & Learning,"INT TCH/LRN 3,4 (P)","8786, 8787",Full Year,College-Preparatory Elective (G),History / Social Science,None,"Education, Child Development, and Family Services",Education,359
052834,Scripps Ranch High School,B2N8QB,Principles of Economics 1,"PR ECON 1 (P),PR ECON 1 P","6758,6758",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,ALDEZ6L,Psychology ,"EDG PSYCH 1,2 (P)","6554,6555",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,WQESA7,Sociology ,EDG SOCIOLOGY (P),6557,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,AXA4R9W,World Regional Geography ,EDG WLD REG GEOG (P),6558,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,359
052834,Scripps Ranch High School,G7DAE8,"AIR FORCE JROTC ELECTIVE 5,6","AFJROTC ELECT 5,6 (P)","4555, 4556",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,YEKHAR,"Air Force JROTC Elective 7,8","AFJROTC 7,8 (P)","4557, 4558",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,GND9R5,"Architectural Design 1,2 Honors","ARCHIT DES 1,2 HRS(HP)","3687, 3688",Full Year,College-Preparatory Elective (G),Interdisciplinary,Honors,Engineering and Architecture,Architectural Design,359
052834,Scripps Ranch High School,RL3TF9,Art History I ,EDG ART HIST I (P),0416,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,FT529E,"ASB Leadership 1,2","ASB LEADERSHIP 1,2 (P)","0850, 0851",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,XW3LHZ,AVID 10,"AVID 10 A P,AVID 10 B P,AVID 10 A, B (P)","8209,8210,8209, 8210",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,WLXRNS,AVID 11,"AVID 11 A P,AVID 11 B P,AVID 11 A, B (P)","8227,8228,8227, 8228",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,AG2W3D,AVID 12,"AVID 12 A, B (P),AVID 12 A P,AVID 12 B P","8221, 8222,8221,8222",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,KE3TMR,AVID 9,"AVID 9 A P,AVID 9 B P,AVID 9 A,B (P)","8207,8208,8207, 8208",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,BNNGQPB,"Broadcast Journalism 1,2","BRDCST JOUR 1,2 (P)","8432,8433",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,ZG4Y5E,CA-Contemporary Health,EDG CA Health (P),2562,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,TQGRHL,"Developmental Psychology of Children 3,4 Honors (HP)","DEV PSY/CHLD 3 HNRS(HP),DEV PSY/CHLD 4 HNRS(HP)","0873,0874",Full Year,College-Preparatory Elective (G),Interdisciplinary,Honors,"Education, Child Development, and Family Services",Child Development,359
052834,Scripps Ranch High School,W2HCY4,Introduction to Coding,EDG INTR CODING (P),3689,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,CTRCM4,Personal Finance,EDG PERSONAL FINANCE (P),6720,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,BEBSMY,"Theatrical Management and Design 1,2","THEATR MGMT/DSGN 1 (P),THEATR MGMT/DSGN 2 (P)","0685,0686",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,"Arts, Media, and Entertainment",Production and Managerial Arts,359
052834,Scripps Ranch High School,CB6SXG,Yearbook,PUBL/YRBK 9-12 (P),8421,Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,359
052834,Scripps Ranch High School,NQGZ6R,"Computer Science 1,2","COMP SCI 1,2 (P)","4411, 4412",Full Year,College-Preparatory Elective (G),Mathematics - Computer Science,None,Information and Communication Technologies,Software and Systems Development,359
052834,Scripps Ranch High School,XN65LR,"Broadcast Journalism 3,4","BRDCST JOUR 3,4 (P)","8434,8435",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,None,"Arts, Media, and Entertainment",Production and Managerial Arts,359
052834,Scripps Ranch High School,AYN8F7,"Graphic Design 3,4 Honors","GRAPHIC DES 3,4 HNRS (HP)","3503, 3504",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,Honors,"Arts, Media, and Entertainment","Design, Visual and Media Arts",359
052834,Scripps Ranch High School,SHQ3DM,"Technical Theatre 5,6 Honors","TECH THTR 5 HNRS (HP),TECH THTR 6 HNRS (HP)","1375,1376",Full Year,College-Preparatory Elective (G),Visual & Performing Arts,Honors,"Arts, Media, and Entertainment",Production and Managerial Arts,359
052834,Scripps Ranch High School,P8435B,"American Literature 1,2","AMERICAN LITERATURE 1, 2/AM LIT 1,2(P),AM LIT 1 P,AM LIT 2 P","1583, 1584,1583,1584",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,GBNAT5,AP English Language and Composition,"English Lang/Comp 1,2 AP / ENGLGCP1,2AP (HP)","1655, 1656",Full Year,English (B),English,AP,,,359
052834,Scripps Ranch High School,FQ8DEG,AP English Literature and Composition,"ENGLITCP1,2AP (HP),EDG AP ENGL LIT 1,2 (HP)","1653, 1654,4734,4735",Full Year,English (B),English,AP,,,359
052834,Scripps Ranch High School,MT839H,Bullets of Truth: English and Public Services,"UCCI BUL TRTH ENGL 1,2 (P)","4881, 4882",Full Year,English (B),English,None,Public Services,Public Safety,359
052834,Scripps Ranch High School,BQHQYDT,"Contemporary Voices in Lit 1,2","CON VOC LT 1,2(P),CON VOC LT 1P,CON VOC LT 2P","1612, 1613,1612,1613",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,ZA7QKH,"English 1,2: Identity and Relationships","ENG: IDENT & RELATIONSHPS 1,2 (P),ENG: IDENT & RELATIONSHPS 1,2 CL(P),ENG: IDENT & RELATIONSHPS 1,2 SM(P)","1371, 1372,1371C, 1372C,1371S, 1372S",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,AJSWQN6,English Language Arts 10,"EDG CC ELA 10TH 1 P,EDG CC ELA 10TH 2 P,EDG CC ELA 10TH 1,2 (P),EDG CC ELA 10TH 1,2 CR (P)","1897,1898,1897, 1898,1897R, 1898R",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,AABSCPF,English Language Arts 11 ,"EDG CC ELA 11TH 1 P,EDG CC ELA 11TH 2 P,EDG CC ELA 11TH 1,2 (P),EDG CC ELA 11TH 1,2 CR (P)","1924,1925,1924, 1925,1924R, 1925R",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,AJ7W5Q9,English Language Arts 12 ,"EDG CC ELA 12TH 1,2 (P),EDG CC ELA 12TH 1,2 CR (P)","1926, 1927,1926R, 1927R",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,ALT9M74,English Language Arts 9 ,"EDG CALIFORNIA ELA 9TH 1,2 (P),EDG CALIFORNIA ELA 9TH 1,2 CR (P)","1895, 1896,1895R, 1896R",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,CBGD4T3,"English Literature 1,2","ENG LIT 1, 2 (P)","1641, 1642",Full Year,English (B),English,None,,,359
052834,Scripps Ranch High School,CCABCL5,"Honors American Literature 1,2 (H)","AM LT 1,2 HRS(HP)","1589, 1590",Full Year,English (B),English,Honors,,,359
052834,Scripps Ranch High School,ANM7EZB,"ELD 5,6","ELD 5,6 (P)",1579/1580,Full Year,English (B),English as a Second Language (ESL) / English Language Development (ELD),None,,,359
052834,Scripps Ranch High School,BHXZACM,AP Government and Politics United States,GOV&P: US AP (HP),6839/6839S,Half Year,History / Social Science (A),Civics / American Government,AP,,,359
052834,Scripps Ranch High School,MQF9E5,Government 1,"GOVERNMENT 1/GOVERNMENT1 (P),GOVERNMENT 1P","6757,6757",Half Year,History / Social Science (A),Civics / American Government,None,,,359
052834,Scripps Ranch High School,APKQ59M,Principles of American Democracy ,"EDG CA PR/AM/DEMOC (P),EDG CA PR/AM/DEMOC CR (P),EDG CA PRAMDEMOCP,EDG CA PRAMDEMOC CRP","6717,6717R,6717,6717R",Half Year,History / Social Science (A),Civics / American Government,None,,,359
052834,Scripps Ranch High School,CK49EBQ,AP United States History,"US HST 1,2 AP (HP),US HST 1 APHP","6721, 6722,6721",Full Year,History / Social Science (A),U.S. History,AP,,,359
052834,Scripps Ranch High School,LJRHY2,"Honors U.S. History & Geography 1,2 (H)","USH&GE2HR (HP),USH&GE1HR (HP),USH&GE1HR  HP,USH&GE2 HR HP","6712,6711,6711,6712",Full Year,History / Social Science (A),U.S. History,Honors,,,359
052834,Scripps Ranch High School,AMWXZE,"U.S. History & Geography 1,2","US HST/GEO 1,2(P),US HSTGEO 1P,US HSTGEO 2P","6701,6702,6701,6702",Full Year,History / Social Science (A),U.S. History,None,,,359
052834,Scripps Ranch High School,AD8QKHA,U.S. History and Geography ,"EDG CA US HIST/GEOG 1,2 (P),EDG CA US HIST/GEOG 1,2 CR (P),EDG CA US HISTGEOG 1P (P),EDG CA US HISTGEOG 2P (P)","6709, 6710,6709R, 6710R,6709,6710",Full Year,History / Social Science (A),U.S. History,None,,,359
052834,Scripps Ranch High School,QARYFX,AP European History,"European History 1,2 AP / EUHIST 1,2 AP(HP)","6759, 6760",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,AP,,,359
052834,Scripps Ranch High School,BA9BMF,"Modern World History & Geography 1,2","MD WD HST/G1,2 (P),MD WD HSTG1P,MD WD HSTG2P","6605, 6606,6605,6606",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,359
052834,Scripps Ranch High School,KZ8XJN,"World History 1,2 Advanced","World History 1,2 Advanced / W HST 1,2 ADV(P),W HST 1 ADVP,W HST 2 ADVP","6645,6646,6645,6646",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,359
052834,Scripps Ranch High School,ANLPHSF,"World History, Culture, and Geography ","EDG CA WLD HIST 1P,EDG CA WLD HIST 2P,EDG CA WLD HIST 1,2 (P),EDG CA WLD HIST 1,2 CR (P)","6707,6708,6707, 6708,6707R, 6708R",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,359
052834,Scripps Ranch High School,J7JF5H,"American Sign Language 1,2","AM SIGN LG 1,2(P)","2384, 2385",Full Year,Language Other than English (E),LOTE Level 1,None,,,359
052834,Scripps Ranch High School,AQHJXT,French I ,"EDG FRN I A,B (P),EDG FRN I A P,EDG FRN I B P,EDG FRN I A CR (P),EDG FRN I B CR (P)","4771, 4772,4771,4772,4771R,4772R",Full Year,Language Other than English (E),LOTE Level 1,None,,,359
052834,Scripps Ranch High School,NBG2CW,"Japanese 1,2","JAPAN 1,2 (P)","2161, 2162",Full Year,Language Other than English (E),LOTE Level 1,None,,,359
052834,Scripps Ranch High School,K726LE,"Spanish 1,2","SPN 1-2 (P),SPN 1P,SPN 2P","2321/2322,2321,2322",Full Year,Language Other than English (E),LOTE Level 1,None,,,359
052834,Scripps Ranch High School,AA7K9JE,Spanish I ,"EDG SPN I A, B (P),EDG SPN I A CR (P),EDG SPN I B CR (P),EDG SPN I A P,EDG SPN I B P","4715, 4716,4715R,4716R,4715,4716",Full Year,Language Other than English (E),LOTE Level 1,None,,,359
052834,Scripps Ranch High School,DE6KFZ,"American Sign Language 3,4","AM SIGN LG 3,4 (P)","2386,2387",Full Year,Language Other than English (E),LOTE Level 2,None,,,359
052834,Scripps Ranch High School,TEBGZL,French II ,"EDG FRN II A, B (P),EDG FRN II A P,EDG FRN II B P,EDG FRN II A CR (P),EDG FRN II B CR (P)","4773, 4774,4773,4774,4773R,4774R",Full Year,Language Other than English (E),LOTE Level 2,None,,,359
052834,Scripps Ranch High School,FT27FX,"Japanese 3,4","JAPAN 3,4 (P)","2163, 2164",Full Year,Language Other than English (E),LOTE Level 2,None,,,359
052834,Scripps Ranch High School,KB3YRJ,Spanish 3-4,"SPN 3-4 (P),SPN 3P,SPN 4P","2323/2324,2323,2324",Full Year,Language Other than English (E),LOTE Level 2,None,,,359
052834,Scripps Ranch High School,AP9TBC8,Spanish II ,"EDG SPN II A CR (P),EDG SPN II B CR (P),EDG SPN II A P,EDG SPN II B P","4717R,4718R,4717,4718",Full Year,Language Other than English (E),LOTE Level 2,None,,,359
052834,Scripps Ranch High School,PNBT7Q,French III ,"EDG FRN III A, B (P),EDG FRN III A CR (P),EDG FRN III B CR (P),EDG FRN III A P,EDG FRN III B P","4775, 4776,4775R,4776R,4775,4776",Full Year,Language Other than English (E),LOTE Level 3,None,,,359
052834,Scripps Ranch High School,Q7TALG,"Japanese 5,6","JAPAN 5,6 (P)","2165, 2166",Full Year,Language Other than English (E),LOTE Level 3,None,,,359
052834,Scripps Ranch High School,FK6LE4,Spanish 5-6,"SPN 5P,SPN 5,6 (P),SPN 6P","2325,2325,2326,2326",Full Year,Language Other than English (E),LOTE Level 3,None,,,359
052834,Scripps Ranch High School,ABQ58GT,Spanish III ,"EDG SPN III A, B (P),EDG SPN III A CR (P),EDG SPN III B CR (P),EDG SPN III A P,EDG SPN III B P","4722, 4723,4722R,4723R,4722,4723",Full Year,Language Other than English (E),LOTE Level 3,None,,,359
052834,Scripps Ranch High School,BYR5JG,AP Spanish Language and Culture,"SPN LNG 1,2 AP (HP),SPN LNG1 APHP,SPN LNG2 APHP","2333, 2334,2333,2334",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,359
052834,Scripps Ranch High School,A6BKGH,AP Calculus AB,"CALC AB 1,2 AP (HP),EDG AP CALC AB 1,2 (HP)","4189,4190,4849,4850",Full Year,Mathematics (C),Calculus,AP,,,359
052834,Scripps Ranch High School,BPBE4DT,AP Computer Science A,"CM SC A 1-2 AP (HP),CM SC A1 APHP,CM SC A2 APHP","4461, 4462,4461,4462",Full Year,Mathematics (C),Computer Science,AP,Information and Communication Technologies,Software and Systems Development,359
052834,Scripps Ranch High School,C7Q96L,Integrated Math I A-B,INTEG MATH I A-B (P),4157-4158,Full Year,Mathematics (C),Mathematics I,None,,,359
052834,Scripps Ranch High School,LKCZHG,Integrated Mathematics I Advanced,"INTG MATH I A ADV,INTG MATH I B ADV,INTG MATH I A ADVP,INTG MATH I B ADVP","4165,4166,4165,4166",Full Year,Mathematics (C),Mathematics I,None,,,359
052834,Scripps Ranch High School,LLGYD7,Mathematics I,"EDG MATHEMATICS I A-B (P),EDG MATHEMATICS I A-B CR (P),EDG MATHEMATICS I AP,EDG MATHEMATICS I BP","4742, 4743,4742R, 4743R,4742,4743",Full Year,Mathematics (C),Mathematics I,None,,,359
052834,Scripps Ranch High School,J9STF2,Integrated Math II A-B,INTEG MATH II A-B (P),4159-4160,Full Year,Mathematics (C),Mathematics II,None,,,359
052834,Scripps Ranch High School,B4PFGY,Integrated Mathematics II Advanced,"INTG MATH II A ADV,INTG MATH II B ADV,INTG MATH II A ADVP,INTG MATH II B ADVP","4167,4168,4167,4168",Full Year,Mathematics (C),Mathematics II,None,,,359
052834,Scripps Ranch High School,BJHPRG,Mathematics II,"EDG MATHEMATICS II A-B (P),EDG MATHEMATICS II A-B CR (P),EDG MATHEMATICS II AP,EDG MATHEMATICS II BP","4744, 4745,4744R, 4745R,4744,4745",Full Year,Mathematics (C),Mathematics II,None,,,359
052834,Scripps Ranch High School,LMK85E,Integrated Math III A-B,"INT MATH III A-B,INTG MATH III AP,INTG MATH III BP","4163, 4164,4163,4164",Full Year,Mathematics (C),Mathematics III,None,,,359
052834,Scripps Ranch High School,CN4Z2H8,"Integrated Math III, Advanced","INTG MATH III A,B ADV,INTG MATH III A ADVP,INTG MATH III B ADVP","4169, 4170,4169,4170",Full Year,Mathematics (C),Mathematics III,None,,,359
052834,Scripps Ranch High School,CC4KR8,Mathematics III,"EDG MATHEMATICS III A-B (P),EDG MATHEMATICS III A-B CR (P),EDG MATHEMATICS III AP,EDG MATHEMATICS III BP","4746, 4747,4746R, 4747R,4746,4747",Full Year,Mathematics (C),Mathematics III,None,,,359
052834,Scripps Ranch High School,GP2XTK,Precalculus 1-2,"Precalculus 1,2 / PRCAL1,2 (P),PRCAL1 P,PRCAL2 P","4161, 4162,4161,4162",Full Year,Mathematics (C),Other Advanced Mathematics,None,,,359
052834,Scripps Ranch High School,KPL68Q,Precalculus 1-2 Honors,"PRCAL1-2 HR (HP),PRCAL1 HR  HP,PRCAL2 HR  HP","4181, 4182,4181,4182",Full Year,Mathematics (C),Other Advanced Mathematics,Honors,,,359
052834,Scripps Ranch High School,JK3RQ2,Statistics & Data Analysis 1-2,"STATDAT AN 1P,STATDAT AN 2P,Statistics & Data Analysis 1,2 / STATDAT AN 1,2(P)","4046,4047,4046, 4047",Full Year,Mathematics (C),Other Advanced Mathematics,None,,,359
052834,Scripps Ranch High School,ANCWHMX,Pre-Calculus ,"EDG CC PRECAL 1-2 CR (P),EDG CC PRECAL 1-2 (P)","4263R, 4264R,4263-4264",Full Year,Mathematics (C),Pre-Calculus,None,,,359
